camera,imgtype,zoom,exposure,gain,frame,lifter,timestamp,id,plantbarcode,treatment,cartag,measurementlabel,other,image,sample,max_temp,min_temp,mean_temp,median_temp,treatment,time
none,none,none,none,none,none,none,None,none,none,none,none,none,2329,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2329.csv,HLP_1,27.17646362,20.00135376,22.84224242,22.40472732,control,0
none,none,none,none,none,none,none,None,none,none,none,none,none,2329,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2329.csv,WT_1,28.37437115,20.26490591,23.8761705,23.85377558,control,0
none,none,none,none,none,none,none,None,none,none,none,none,none,2329,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2329.csv,HLP_2,27.05659997,22.39776153,24.19606529,24.0767625,control,0
none,none,none,none,none,none,none,None,none,none,none,none,none,2329,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2329.csv,WT_2,26.42174496,20.34312639,23.0911794,22.98817518,control,0
none,none,none,none,none,none,none,None,none,none,none,none,none,2329,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2329.csv,HLP_3,27.6280742,21.72682975,24.86482371,24.79393948,control,0
none,none,none,none,none,none,none,None,none,none,none,none,none,2329,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2329.csv,WT_3,27.7605397,20.85362335,23.94875842,23.82973312,control,0
,,,,,,,,,,,,,2329,,air,,,28,,control,0
none,none,none,none,none,none,none,None,none,none,none,none,none,2331,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2331.csv,HLP_1,27.29619305,20.0227486,22.95641065,22.59262533,control,5
none,none,none,none,none,none,none,None,none,none,none,none,none,2331,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2331.csv,WT_1,28.56506887,21.00203422,24.5884635,24.63044673,control,5
none,none,none,none,none,none,none,None,none,none,none,none,none,2331,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2331.csv,HLP_2,27.01661552,22.83568681,24.49265562,24.39839365,control,5
none,none,none,none,none,none,none,None,none,none,none,none,none,2331,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2331.csv,WT_2,26.56910119,21.27707952,23.88661917,23.91900588,control,5
none,none,none,none,none,none,none,None,none,none,none,none,none,2331,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2331.csv,HLP_3,27.6413281,22.17460593,25.21710074,25.14051712,control,5
none,none,none,none,none,none,none,None,none,none,none,none,none,2331,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2331.csv,WT_3,27.98535706,21.51625666,24.540693,24.46669806,control,5
,,,,,,,,,,,,,2331,,air,,,28,,control,5
none,none,none,none,none,none,none,None,none,none,none,none,none,2333,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2333.csv,HLP_1,31.96097969,25.43860931,28.40070968,28.45989793,control,10
none,none,none,none,none,none,none,None,none,none,none,none,none,2333,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2333.csv,WT_1,31.99282433,24.53495785,29.67757258,29.63072775,control,10
none,none,none,none,none,none,none,None,none,none,none,none,none,2333,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2333.csv,HLP_2,30.14348862,26.46195329,28.76217829,28.75543107,control,10
none,none,none,none,none,none,none,None,none,none,none,none,none,2333,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2333.csv,WT_2,32.52012165,26.40833881,29.08823972,29.08285885,control,10
none,none,none,none,none,none,none,None,none,none,none,none,none,2333,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2333.csv,HLP_3,30.89208762,27.0699248,29.32459586,29.30494741,control,10
none,none,none,none,none,none,none,None,none,none,none,none,none,2333,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2333.csv,WT_3,31.30934978,25.2354563,28.76306063,28.74231338,control,10
,,,,,,,,,,,,,2333,,air,,,28,,control,10
none,none,none,none,none,none,none,None,none,none,none,none,none,2335,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2335.csv,HLP_1,32.95659298,25.97844488,30.28417321,30.63452488,control,15
none,none,none,none,none,none,none,None,none,none,none,none,none,2335,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2335.csv,WT_1,30.98851881,24.60999216,28.45315283,28.42043245,control,15
none,none,none,none,none,none,none,None,none,none,none,none,none,2335,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2335.csv,HLP_2,30.24704725,26.76971312,29.05542025,29.06978068,control,15
none,none,none,none,none,none,none,None,none,none,none,none,none,2335,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2335.csv,WT_2,31.87814097,25.8909091,28.29327245,28.26901437,control,15
none,none,none,none,none,none,none,None,none,none,none,none,none,2335,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2335.csv,HLP_3,30.75694222,27.46889949,29.24193902,29.26578824,control,15
none,none,none,none,none,none,none,None,none,none,none,none,none,2335,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2335.csv,WT_3,30.73118145,25.36416539,28.23723378,28.17674274,control,15
,,,,,,,,,,,,,2335,,air,,,28,,control,15
none,none,none,none,none,none,none,None,none,none,none,none,none,2337,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2337.csv,HLP_1,32.93133663,27.07658659,30.24085875,30.28585655,control,20
none,none,none,none,none,none,none,None,none,none,none,none,none,2337,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2337.csv,WT_1,29.74127186,24.69859974,27.00025268,27.02994534,control,20
none,none,none,none,none,none,none,None,none,none,none,none,none,2337,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2337.csv,HLP_2,30.10462891,26.68951371,28.50204927,28.42701103,control,20
none,none,none,none,none,none,none,None,none,none,none,none,none,2337,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2337.csv,WT_2,30.5571385,24.4120581,26.91677974,26.94994147,control,20
none,none,none,none,none,none,none,None,none,none,none,none,none,2337,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2337.csv,HLP_3,30.23410776,25.76284169,28.95058105,28.94545948,control,20
none,none,none,none,none,none,none,None,none,none,none,none,none,2337,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2337.csv,WT_3,29.9620253,25.3844735,27.92889392,27.83994067,control,20
,,,,,,,,,,,,,2337,,air,,,28,,control,20
none,none,none,none,none,none,none,None,none,none,none,none,none,2339,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2339.csv,HLP_1,32.03102589,26.58917941,28.5626203,28.55849868,control,25
none,none,none,none,none,none,none,None,none,none,none,none,none,2339,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2339.csv,WT_1,29.37670267,24.23428044,26.76021211,26.72962096,control,25
none,none,none,none,none,none,none,None,none,none,none,none,none,2339,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2339.csv,HLP_2,29.78675754,26.3882264,28.06399687,27.97875149,control,25
none,none,none,none,none,none,none,None,none,none,none,none,none,2339,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2339.csv,WT_2,30.2405777,23.70599789,26.57414493,26.67614126,control,25
none,none,none,none,none,none,none,None,none,none,none,none,none,2339,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2339.csv,HLP_3,29.99445152,25.09980263,28.74045979,28.73575393,control,25
none,none,none,none,none,none,none,None,none,none,none,none,none,2339,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2339.csv,WT_3,29.68276244,24.91639179,28.01233251,28.04478901,control,25
,,,,,,,,,,,,,2339,,air,,,28,,control,25
none,none,none,none,none,none,none,None,none,none,none,none,none,2341,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2341.csv,HLP_1,30.72474032,25.60085007,27.79429035,27.8928421,control,30
none,none,none,none,none,none,none,None,none,none,none,none,none,2341,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2341.csv,WT_1,29.59819347,24.92998878,27.54246508,27.67445571,control,30
none,none,none,none,none,none,none,None,none,none,none,none,none,2341,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2341.csv,HLP_2,29.85819682,26.32115751,28.39543931,28.36778936,control,30
none,none,none,none,none,none,none,None,none,none,none,none,none,2341,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2341.csv,WT_2,31.41181958,24.31636931,27.46918609,27.54188389,control,30
none,none,none,none,none,none,none,None,none,none,none,none,none,2341,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2341.csv,HLP_3,30.10462891,25.6683768,28.81366879,28.80133049,control,30
none,none,none,none,none,none,none,None,none,none,none,none,none,2341,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2341.csv,WT_3,29.65674819,25.06586183,28.40814792,28.40727408,control,30
,,,,,,,,,,,,,2341,,air,,,28,,control,30
none,none,none,none,none,none,none,None,none,none,none,none,none,2343,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2343.csv,HLP_1,30.33111674,25.72236709,28.13370348,28.20311412,control,35
none,none,none,none,none,none,none,None,none,none,none,none,none,2343,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2343.csv,WT_1,30.20822422,24.27533295,28.06774557,28.024982,control,35
none,none,none,none,none,none,none,None,none,none,none,none,none,2343,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2343.csv,HLP_2,29.83871801,26.57579435,28.41935707,28.38753352,control,35
none,none,none,none,none,none,none,None,none,none,none,none,none,2343,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2343.csv,WT_2,31.29653439,25.41154488,27.99997905,27.82009593,control,35
none,none,none,none,none,none,none,None,none,none,none,none,none,2343,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2343.csv,HLP_3,29.92310117,26.50884378,28.57670533,28.59134563,control,35
none,none,none,none,none,none,none,None,none,none,none,none,none,2343,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2343.csv,WT_3,29.62422167,25.20833957,28.35525773,28.35462458,control,35
,,,,,,,,,,,,,2343,,air,,,28,,control,35
none,none,none,none,none,none,none,None,none,none,none,none,none,2345,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2345.csv,HLP_1,31.34138177,25.85048352,28.93101602,28.94545948,control,40
none,none,none,none,none,none,none,None,none,none,none,none,none,2345,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2345.csv,WT_1,30.58938944,25.74260633,28.11449157,28.05139053,control,40
none,none,none,none,none,none,none,None,none,none,none,none,none,2345,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2345.csv,HLP_2,29.74127186,26.42844741,28.1674366,28.08439209,control,40
none,none,none,none,none,none,none,None,none,none,none,none,none,2345,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2345.csv,WT_2,31.29012613,26.31444829,27.81766857,27.66783101,control,40
none,none,none,none,none,none,none,None,none,none,none,none,none,2345,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2345.csv,HLP_3,29.87767217,26.31444829,28.51642401,28.55192809,control,40
none,none,none,none,none,none,none,None,none,none,none,none,none,2345,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2345.csv,WT_3,29.78026074,24.99794729,28.16854012,28.17674274,control,40
,,,,,,,,,,,,,2345,,air,,,28,,control,40
none,none,none,none,none,none,none,None,none,none,none,none,none,2347,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2347.csv,WT_1,30.36989635,24.20005766,27.7444591,27.65458037,control,45
none,none,none,none,none,none,none,None,none,none,none,none,none,2347,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2347.csv,HLP_2,29.74777097,26.68951371,28.05677581,28.01837886,control,45
none,none,none,none,none,none,none,None,none,none,none,none,none,2347,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2347.csv,WT_2,30.58294,25.74260633,27.33637292,27.26959809,control,45
none,none,none,none,none,none,none,None,none,none,none,none,none,2347,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2347.csv,HLP_3,30.05927516,26.06590832,28.63394539,28.64388003,control,45
none,none,none,none,none,none,none,None,none,none,none,none,none,2347,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2347.csv,WT_3,29.88416318,25.17443381,28.23069693,28.26242615,control,45
none,none,none,none,none,none,none,None,none,none,none,none,none,2347,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2347.csv,HLP_1,30.98209268,26.28089582,28.97675918,28.99127858,control,45
,,,,,,,,,,,,,2347,,air,,,28,,control,45
none,none,none,none,none,none,none,None,none,none,none,none,none,2349,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2349.csv,HLP_1,30.11110648,26.64939133,28.52425166,28.52564175,control,50
none,none,none,none,none,none,none,None,none,none,none,none,none,2349,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2349.csv,WT_1,30.24704725,24.21374812,27.72704718,27.61481865,control,50
none,none,none,none,none,none,none,None,none,none,none,none,none,2349,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2349.csv,HLP_2,29.77376356,26.60925383,28.20588814,28.20970595,control,50
none,none,none,none,none,none,none,None,none,none,none,none,none,2349,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2349.csv,WT_2,31.29012613,25.58058363,27.46289155,27.26294832,control,50
none,none,none,none,none,none,none,None,none,none,none,none,none,2349,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2349.csv,HLP_3,30.06575542,26.0188216,28.65417186,28.60448162,control,50
none,none,none,none,none,none,none,None,none,none,none,none,none,2349,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2349.csv,WT_3,29.96851132,25.2151194,28.32961496,28.3414582,control,50
,,,,,,,,,,,,,2349,,air,,,28,,control,50
none,none,none,none,none,none,none,None,none,none,none,none,none,2351,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2351.csv,HLP_1,30.22116675,26.80979021,28.61634148,28.63731462,control,55
none,none,none,none,none,none,none,None,none,none,none,none,none,2351,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2351.csv,WT_1,30.76338147,24.52813388,28.17943305,28.09758989,control,55
none,none,none,none,none,none,none,None,none,none,none,none,none,2351,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2351.csv,HLP_2,29.94256497,25.69537539,28.27155319,28.22947905,control,55
none,none,none,none,none,none,none,None,none,none,none,none,none,2351,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2351.csv,WT_2,31.38621101,26.15329959,27.88170332,27.60819027,control,55
none,none,none,none,none,none,none,None,none,none,none,none,none,2351,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2351.csv,HLP_3,30.19528015,26.166738,28.60808147,28.59134563,control,55
none,none,none,none,none,none,none,None,none,none,none,none,none,2351,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2351.csv,WT_3,30.17586119,25.01832627,28.2658978,28.26901437,control,55
,,,,,,,,,,,,,2351,,air,,,28,,control,55
none,none,none,none,none,none,none,None,none,none,none,none,none,2353,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2353.csv,HLP_1,31.02706772,27.1165486,29.12290809,29.04361962,control,60
none,none,none,none,none,none,none,None,none,none,none,none,none,2353,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2353.csv,WT_1,30.63452488,25.03191005,28.17732499,28.09099119,control,60
none,none,none,none,none,none,none,None,none,none,none,none,none,2353,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2353.csv,HLP_2,29.98796704,26.72962096,28.1930674,28.13717358,control,60
none,none,none,none,none,none,none,None,none,none,none,none,none,2353,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2353.csv,WT_2,31.42462165,26.14657974,27.82572822,27.66783101,control,60
none,none,none,none,none,none,none,None,none,none,none,none,none,2353,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2353.csv,HLP_3,30.22116675,26.42844741,28.63189163,28.61761602,control,60
none,none,none,none,none,none,none,None,none,none,none,none,none,2353,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2353.csv,WT_3,30.05279453,25.07943947,28.29636462,28.2887766,control,60
,,,,,,,,,,,,,2353,,air,,,28,,control,60
none,none,none,none,none,none,none,None,none,none,none,none,none,2355,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2355.csv,WT_1,30.59583849,24.26165058,28.00532989,27.87300712,control,65
none,none,none,none,none,none,none,None,none,none,none,none,none,2355,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2355.csv,HLP_2,30.11110648,26.74298669,28.30037653,28.28218959,control,65
none,none,none,none,none,none,none,None,none,none,none,none,none,2355,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2355.csv,WT_2,31.39261371,25.94478584,27.72320761,27.53525099,control,65
none,none,none,none,none,none,none,None,none,none,none,none,none,2355,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2355.csv,HLP_3,30.42158122,26.88322574,28.84548083,28.78166169,control,65
none,none,none,none,none,none,none,None,none,none,none,none,none,2355,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2355.csv,WT_3,30.25351642,25.10658947,28.38232233,28.37437115,control,65
none,none,none,none,none,none,none,None,none,none,none,none,none,2355,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2355.csv,HLP_1,31.18112904,27.7075731,29.36164831,29.37018142,control,65
,,,,,,,,,,,,,2355,,air,,,28,,control,65
none,none,none,none,none,none,none,None,none,none,none,none,none,2357,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2357.csv,HLP_1,30.44095678,27.39586536,28.83520352,28.8341039,control,70
none,none,none,none,none,none,none,None,none,none,none,none,none,2357,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2357.csv,WT_1,30.58938944,24.1178771,27.80867543,27.73405966,control,70
none,none,none,none,none,none,none,None,none,none,none,none,none,2357,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2357.csv,HLP_2,29.83871801,25.5670705,28.14738964,28.13717358,control,70
none,none,none,none,none,none,none,None,none,none,none,none,none,2357,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2357.csv,WT_2,31.34778706,25.67512709,27.49707763,27.24964753,control,70
none,none,none,none,none,none,none,None,none,none,none,none,none,2357,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2357.csv,HLP_3,30.23410776,27.23634509,28.6250142,28.53878572,control,70
none,none,none,none,none,none,none,None,none,none,none,none,none,2357,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2357.csv,WT_3,30.05279453,24.96397354,28.06443021,28.05139053,control,70
,,,,,,,,,,,,,2357,,air,,,28,,control,70
none,none,none,none,none,none,none,None,none,none,none,none,none,2359,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2359.csv,HLP_1,30.93709932,27.26959809,28.91119626,28.87341892,control,75
none,none,none,none,none,none,none,None,none,none,none,none,none,2359,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2359.csv,WT_1,30.65386298,24.24796641,28.02476207,27.93250111,control,75
none,none,none,none,none,none,none,None,none,none,none,none,none,2359,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2359.csv,HLP_2,29.98796704,25.72236709,28.22374443,28.16355463,control,75
none,none,none,none,none,none,none,None,none,none,none,none,none,2359,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2359.csv,WT_2,31.37980795,25.93805275,27.68487947,27.44898603,control,75
none,none,none,none,none,none,none,None,none,none,none,none,none,2359,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2359.csv,HLP_3,30.35697134,27.2828964,28.6836503,28.63074882,control,75
none,none,none,none,none,none,none,None,none,none,none,none,none,2359,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2359.csv,WT_3,30.08519389,25.17443381,28.17687545,28.15695997,control,75
,,,,,,,,,,,,,2359,,air,,,28,,control,75
none,none,none,none,none,none,none,None,none,none,none,none,none,2361,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2361.csv,HLP_1,30.8663584,27.08990892,29.07010543,29.02399468,control,80
none,none,none,none,none,none,none,None,none,none,none,none,none,2361,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2361.csv,WT_1,30.58938944,24.16582364,27.8988877,27.77377727,control,80
none,none,none,none,none,none,none,None,none,none,none,none,none,2361,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2361.csv,HLP_2,29.94256497,25.85048352,28.14754204,28.09758989,control,80
none,none,none,none,none,none,none,None,none,none,none,none,none,2361,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2361.csv,WT_2,31.26448941,25.81678373,27.58991154,27.44234738,control,80
none,none,none,none,none,none,none,None,none,none,none,none,none,2361,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2361.csv,HLP_3,30.3440448,27.46226208,28.71700298,28.65700964,control,80
none,none,none,none,none,none,none,None,none,none,none,none,none,2361,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2361.csv,WT_3,29.98148219,25.13373247,28.13936443,28.13057731,control,80
,,,,,,,,,,,,,2361,,air,,,28,,control,80
none,none,none,none,none,none,none,None,none,none,none,none,none,2363,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2363.csv,HLP_1,30.8663584,27.44898603,29.2230115,29.21355408,control,85
none,none,none,none,none,none,none,None,none,none,none,none,none,2363,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2363.csv,WT_1,30.5571385,25.95825074,27.7606936,27.6413281,control,85
none,none,none,none,none,none,none,None,none,none,none,none,none,2363,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2363.csv,HLP_2,29.84521133,26.03227709,28.17628603,28.15036491,control,85
none,none,none,none,none,none,none,None,none,none,none,none,none,2363,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2363.csv,WT_2,31.39901604,25.8033008,27.53886382,27.30284076,control,85
none,none,none,none,none,none,none,None,none,none,none,none,none,2363,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2363.csv,HLP_3,30.35697134,27.60819027,28.72415195,28.63731462,control,85
none,none,none,none,none,none,none,None,none,none,none,none,none,2363,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2363.csv,WT_3,30.03335031,25.14051712,28.07109927,28.03158474,control,85
,,,,,,,,,,,,,2363,,air,,,28,,control,85
none,none,none,none,none,none,none,None,none,none,none,none,none,2365,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2365.csv,HLP_1,30.82131783,27.5617801,28.99791691,28.97818938,control,90
none,none,none,none,none,none,none,None,none,none,none,none,none,2365,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2365.csv,WT_1,30.47324179,24.73265961,27.7721728,27.68770389,control,90
none,none,none,none,none,none,none,None,none,none,none,none,none,2365,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2365.csv,HLP_2,29.92310117,26.15329959,28.14899542,28.10418818,control,90
none,none,none,none,none,none,none,None,none,none,none,none,none,2365,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2365.csv,WT_2,31.25166883,25.69537539,27.45585629,27.22304099,control,90
none,none,none,none,none,none,none,None,none,none,none,none,none,2365,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2365.csv,HLP_3,30.25998521,27.42906886,28.58317995,28.51249618,control,90
none,none,none,none,none,none,none,None,none,none,none,none,none,2365,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2365.csv,WT_3,30.02038558,25.14051712,27.97789689,27.93250111,control,90
,,,,,,,,,,,,,2365,,air,,,28,,control,90
none,none,none,none,none,none,none,None,none,none,none,none,none,2367,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2367.csv,WT_1,30.45387192,25.76958595,27.71239795,27.59493227,control,95
none,none,none,none,none,none,none,None,none,none,none,none,none,2367,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2367.csv,HLP_2,29.76076804,26.34128262,28.02198934,27.95232513,control,95
none,none,none,none,none,none,none,None,none,none,none,none,none,2367,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2367.csv,WT_2,31.16829879,25.73586035,27.37468093,27.17646362,control,95
none,none,none,none,none,none,none,None,none,none,none,none,none,2367,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2367.csv,HLP_3,30.23410776,27.15649568,28.49533521,28.42701103,control,95
none,none,none,none,none,none,none,None,none,none,none,none,none,2367,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2367.csv,WT_3,29.95553891,25.18121584,27.9216189,27.87961919,control,95
none,none,none,none,none,none,none,None,none,none,none,none,none,2367,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2367.csv,HLP_1,30.59583849,27.31613494,28.83260416,28.78821835,control,95
,,,,,,,,,,,,,2367,,air,,,28,,control,95
none,none,none,none,none,none,none,None,none,none,none,none,none,2369,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2369.csv,HLP_1,30.72474032,27.22304099,28.97726038,28.92581679,control,100
none,none,none,none,none,none,none,None,none,none,none,none,none,2369,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2369.csv,WT_1,30.35697134,24.24796641,27.74470541,27.60156147,control,100
none,none,none,none,none,none,none,None,none,none,none,none,none,2369,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2369.csv,HLP_2,29.98148219,26.57579435,28.09405122,28.04478901,control,100
none,none,none,none,none,none,none,None,none,none,none,none,none,2369,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2369.csv,WT_2,31.21319816,25.90438086,27.49486548,27.29619305,control,100
none,none,none,none,none,none,none,None,none,none,none,none,none,2369,/shares/mgehan_share/kmurphy/thermal/03112022/csv_files/thermal/FLIR2369.csv,HLP_3,30.32465214,27.5617801,28.61357203,28.51249618,control,100
