camera,imgtype,zoom,exposure,gain,frame,lifter,timestamp,id,plantbarcode,treatment,cartag,measurementlabel,other,image,sample,in_bounds,area,convex_hull_area,solidity,perimeter,width,height,longest_path,convex_hull_vertices,object_in_frame,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity,yii_mean_Fv/Fm,yii_median_Fv/Fm,yii_max_Fv/Fm,yii_mode_Fv/Fm,yii_mean_Fq'/Fm',yii_median_Fq'/Fm',yii_max_Fq'/Fm',yii_mode_Fq'/Fm',npq_mean_NPQ,npq_median_NPQ,npq_max_NPQ,npq_mode_NPQ,mean_index_ari,med_index_ari,std_index_ari,mean_index_ndvi,med_index_ndvi,std_index_ndvi,mean_index_ci_rededge,med_index_ci_rededge,std_index_ci_rededge
PSII,HDR,10292021,none,none,none,none,None,4,none,C,none,WT,0,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10292021_0_WT_C_4.INF,default,True,317117.0,360088.5,0.880664058974391,2715.3952157497406,748,702,5506,50,True,775.8836059570312,552.0971069335938,53.035682678222656,0.7026131104855394,0.8283356254235695,0.8291384735839817,1.0,0.8300000000000001,0.555318423853323,0.5635473308698351,0.9459340659340659,0.5700000000000001,0.678306425578114,0.6396889022204207,3.1797651309846433,0.56,7.221726417541504,6.336761474609375,4.088901996612549,0.7365845441818237,0.7288515567779541,0.054889876395463943,3.5392448902130127,3.3850905895233154,0.6881821155548096
PSII,HDR,10292021,none,none,none,none,None,5,none,H,none,WT,0,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10292021_0_WT_H_5.INF,default,True,259109.0,299181.0,0.8660610132327922,2455.353585600853,706,591,4689,42,True,676.5791015625,575.075439453125,94.21485900878906,0.5268227442800539,0.8329721142986183,0.8339429407461595,0.9922320041429311,0.8300000000000001,0.5450346623209387,0.5580412189536728,0.9178515007898894,0.5700000000000001,0.6391908079225631,0.586452888919819,3.2398989898989896,0.52,6.338931083679199,5.340198516845703,3.7069287300109863,0.7197055220603943,0.7130236625671387,0.06924359500408173,3.2839841842651367,3.1187682151794434,0.758888840675354
PSII,HDR,10292021,none,none,none,none,None,6,none,H,none,WT,0,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10292021_0_WT_H_6.INF,default,True,268356.0,337263.5,0.7956864588074309,2951.326236009598,670,764,5258,30,True,700.8017578125,600.5301513671875,170.71221923828125,0.5154515422649263,0.834146923653311,0.835582424700421,1.0,0.8300000000000001,0.5179446718748484,0.5434491978609626,0.9216799091940976,0.5700000000000001,0.7543232791401221,0.6652553585604657,4.263088137839629,0.55,7.740271091461182,6.769477844238281,3.8743276596069336,0.744884729385376,0.7388958930969238,0.054880522191524506,3.3958919048309326,3.2775633335113525,0.5963160991668701
PSII,HDR,10292021,none,none,none,none,None,7,none,H,none,WT,0,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10292021_0_WT_H_7.INF,default,True,282189.0,324414.5,0.8698408979869888,2532.625663757324,703,648,4873,46,True,685.5475463867188,578.1558837890625,78.97525787353516,0.5373661236041479,0.8376072176688341,0.8381050198998587,1.0,0.8300000000000001,0.5466528551398268,0.550949075827393,0.8960104643557881,0.55,0.6861056250551654,0.6717937608318891,2.8107761385503527,0.6599999999999999,7.337887763977051,6.570213317871094,3.588787794113159,0.7327683568000793,0.7241843938827515,0.05461299791932106,3.491048812866211,3.3297929763793945,0.6463307738304138
PSII,HDR,10292021,none,none,none,none,None,8,none,H,none,WT,0,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10292021_0_WT_H_8.INF,default,False,353638.0,414495.0,0.8531779635460017,2957.083595395088,848,767,5469,44,False,765.959716796875,662.8549194335938,69.8742904663086,0.5010965951103793,0.8287593559075673,0.8304578910263789,0.9919816723940436,0.8300000000000001,0.5276341210623755,0.5424476295479603,0.9162621359223301,0.56,0.7532914514755429,0.7098703484323347,3.824263038548753,0.64,6.819340705871582,6.071828842163086,3.364443302154541,0.7316926717758179,0.7326965928077698,0.06546030938625336,3.3685264587402344,3.2948145866394043,0.6844207644462585
PSII,HDR,103021,none,none,none,none,None,3,none,C,none,WT,1D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_103021_1D_WT_C_3.INF,default,True,343659.0,394428.5,0.8712833884975351,2788.28965818882,762,734,5293,47,True,721.4000244140625,687.90478515625,84.47388458251953,0.3011742631744755,0.8235272864803953,0.8241132144826319,1.0,0.8200000000000001,0.5228864764308199,0.5301402236484812,0.9217160548429898,0.54,0.7399345249521495,0.7062119762748778,3.2426813746287655,0.68,7.792252063751221,6.858050346374512,3.835448741912842,0.7396122813224792,0.7340494990348816,0.05857403203845024,3.6021664142608643,3.472395896911621,0.6959056854248047
PSII,HDR,103021,none,none,none,none,None,4,none,C,none,WT,1D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_103021_1D_WT_C_4.INF,default,True,363946.0,420208.0,0.8661091649849598,3117.024720311165,780,797,5600,42,True,761.504638671875,656.6616821289062,37.2940673828125,0.5063614796186848,0.8266239440885748,0.826782297481143,1.0,0.8200000000000001,0.5473929661995824,0.5515055467511886,0.9278863232682061,0.55,0.644571811528117,0.6209242982704848,3.381333333333333,0.56,7.979650974273682,7.036308288574219,4.114460468292236,0.7450963854789734,0.7381531596183777,0.05518341809511185,3.7042555809020996,3.5744736194610596,0.6791766881942749
PSII,HDR,103021,none,none,none,none,None,5,none,H,none,WT,1D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_103021_1D_WT_H_5.INF,default,True,297310.0,353724.5,0.8405128850277547,2663.0175800323486,745,665,4935,40,True,674.7137451171875,631.8699951171875,95.09469604492188,0.35066531033101817,0.8300250544103697,0.831374405775164,0.9883810999225406,0.8300000000000001,0.47523936915429843,0.49019108280254775,0.9297725024727992,0.5,0.9882749257773367,0.9232150875617422,5.380191693290735,0.84,7.677361965179443,6.8216094970703125,4.439076900482178,0.7256633043289185,0.7244340181350708,0.07136815041303635,3.681731700897217,3.6018576622009277,0.919157862663269
PSII,HDR,103021,none,none,none,none,None,6,none,H,none,WT,1D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_103021_1D_WT_H_6.INF,default,True,306334.0,365375.5,0.8384087055645494,2841.485616326332,697,759,5328,49,True,707.3668212890625,634.9381103515625,14.12406063079834,0.44079462002782016,0.8354280711668661,0.8361696723393447,1.0,0.8300000000000001,0.4753532824977155,0.48823529411764705,0.9257977700884276,0.5,0.9602147289995636,0.9186284562969043,5.264646464646464,0.84,9.265031814575195,8.26871109008789,4.566802501678467,0.7552464604377747,0.7480785250663757,0.05962463468313217,3.8919179439544678,3.766958236694336,0.7845110297203064
PSII,HDR,103021,none,none,none,none,None,7,none,H,none,WT,1D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_103021_1D_WT_H_7.INF,default,True,303630.0,344469.5,0.8814423337915258,2540.843919157982,701,675,4989,47,True,709.8773193359375,596.7847290039062,63.38295364379883,0.5415211380148371,0.8382999362139841,0.8385389094759131,1.0,0.8300000000000001,0.5123082311266552,0.5171255876427132,0.9085584119752684,0.52,0.8109149813267414,0.7946924004825091,2.84375,0.78,9.248230934143066,8.364940643310547,4.206294536590576,0.7473891973495483,0.7358767986297607,0.05894792824983597,3.9468929767608643,3.7782657146453857,0.7422187924385071
PSII,HDR,103021,none,none,none,none,None,8,none,H,none,WT,1D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_103021_1D_WT_H_8.INF,default,True,370008.0,431269.0,0.8579517656033705,3001.5272464752197,741,789,5700,43,True,760.1769409179688,705.290283203125,5.155696868896484,0.373084113026885,0.8191897616849723,0.8225136064942629,1.0,0.8200000000000001,0.4820443357387923,0.49433252177534587,0.8839900799118214,0.5,0.952420526820823,0.92363147860134,5.398241206030151,0.8999999999999999,8.514628410339355,7.412317276000977,4.660026550292969,0.74235600233078,0.7409461736679077,0.0705050602555275,3.8045201301574707,3.715683698654175,0.9370437264442444
PSII,HDR,10312021,none,none,none,none,None,1,none,C,none,HLP,2D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10312021_2D_HLP_C_1.INF,default,True,272369.0,322036.0,0.845771901278118,2573.478476047516,703,633,4733,34,True,677.0122680664062,581.5103759765625,94.79865264892578,0.5120825377224282,0.8227505580884229,0.8234936092513695,0.9742793026065941,0.8200000000000001,0.5177023529578181,0.5283599307825418,0.8925518925518926,0.54,0.8316985397044128,0.7564262023217247,5.3576,0.6599999999999999,5.49760627746582,5.086189270019531,2.8558261394500732,0.7341917753219604,0.7390065789222717,0.06469904631376266,3.1773464679718018,3.164475440979004,0.5498681664466858
PSII,HDR,10312021,none,none,none,none,None,2,none,C,none,HLP,2D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10312021_2D_HLP_C_2.INF,default,True,317480.0,364871.5,0.8701145471761976,2736.591173887253,690,756,5053,45,True,714.103759765625,655.7422485351562,165.97714233398438,0.3959476950988977,0.8245834724667753,0.8251587783878043,1.0,0.8200000000000001,0.5219218315978111,0.5304045004018216,0.8878990348923533,0.53,0.849922807656771,0.7993242544365045,4.824451410658307,0.7000000000000001,5.79353141784668,5.200204849243164,3.2208292484283447,0.7319588661193848,0.7285393476486206,0.059787482023239136,3.364656448364258,3.2687230110168457,0.5837830305099487
PSII,HDR,10312021,none,none,none,none,None,3,none,C,none,HLP,2D,/shares/mgehan_share/raw_data/raw_image/Katie_cropreporter/11012021_RAW_DATA/PSII_HDR_10312021_2D_HLP_C_3.INF,default,True,215442.0,247107.5,0.8718553665914632,2215.9494767189026,571,592,4113,47,True,580.2105102539062,524.91455078125,153.57688903808594,0.4260561329972853,0.8286349658289675,0.829350698393395,0.9881214254289485,0.8300000000000001,0.5302897367994939,0.5373514431239389,0.9386624455876533,0.54,0.8007533967473573,0.7507192609395129,4.36256157635468,0.65,6.212135314941406,5.871488571166992,3.219860553741455,0.7252622842788696,0.7317158579826355,0.0681835487484932,3.212212324142456,3.23054575920105,0.5865609645843506
